tiempos_c1,tiempos_c2,tiempos_c3,t_sale_el_rappi,indicador
1000000000000,1000000000000,1000000000000,61020,True
1000000000000,33279,1000000000000,1000000000000,False
1000000000000,39573,1000000000000,1000000000000,False
1000000000000,40681,1000000000000,1000000000000,False
1000000000000,34439,1000000000000,1000000000000,False
57689,1000000000000,1000000000000,1000000000000,True
1000000000000,35996,1000000000000,1000000000000,False
1000000000000,34857,1000000000000,1000000000000,False
33545,1000000000000,1000000000000,1000000000000,True
1000000000000,36497,1000000000000,1000000000000,False
1000000000000,39901,1000000000000,1000000000000,False
1000000000000,38300,1000000000000,1000000000000,False
1000000000000,39217,1000000000000,1000000000000,False
55008,1000000000000,1000000000000,1000000000000,True
1000000000000,38894,1000000000000,1000000000000,False
1000000000000,43291,1000000000000,1000000000000,False
1000000000000,45053,1000000000000,1000000000000,False
1000000000000,44861,1000000000000,1000000000000,False
53495,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,36195,1000000000000,False
1000000000000,1000000000000,45166,1000000000000,False
34607,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,38728,1000000000000,False
1000000000000,44297,1000000000000,1000000000000,False
1000000000000,41902,1000000000000,1000000000000,False
1000000000000,1000000000000,41834,1000000000000,False
1000000000000,1000000000000,44687,1000000000000,False
36148,1000000000000,1000000000000,1000000000000,True
56588,1000000000000,1000000000000,1000000000000,True
1000000000000,42952,1000000000000,1000000000000,False
36493,1000000000000,1000000000000,1000000000000,True
37815,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,39126,1000000000000,False
1000000000000,1000000000000,1000000000000,58792,True
1000000000000,1000000000000,1000000000000,59336,True
1000000000000,1000000000000,39798,1000000000000,False
1000000000000,45629,1000000000000,1000000000000,False
1000000000000,1000000000000,42447,1000000000000,False
36938,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,46600,False
1000000000000,1000000000000,1000000000000,47325,False
38623,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,47552,False
40699,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,47416,1000000000000,False
1000000000000,43749,1000000000000,1000000000000,False
