tiempos_c0,tiempos_c1,tiempos_c2,indicador
1000000000000,1000000000000,1000000000000,True
1000000000000,33238,1000000000000,False
1000000000000,35756,1000000000000,False
1000000000000,37469,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,42753,1000000000000,False
1000000000000,36766,1000000000000,False
1000000000000,1000000000000,34470,False
1000000000000,1000000000000,42768,False
50659,1000000000000,1000000000000,True
33657,1000000000000,1000000000000,True
1000000000000,41865,1000000000000,False
33017,1000000000000,1000000000000,True
1000000000000,41009,1000000000000,False
1000000000000,39387,1000000000000,False
1000000000000,36108,1000000000000,False
1000000000000,34522,1000000000000,False
1000000000000,40183,1000000000000,False
45501,1000000000000,1000000000000,True
1000000000000,1000000000000,36970,False
35471,1000000000000,1000000000000,True
1000000000000,1000000000000,40064,False
1000000000000,1000000000000,42413,False
1000000000000,1000000000000,1000000000000,True
34505,1000000000000,1000000000000,True
1000000000000,1000000000000,39358,False
1000000000000,1000000000000,36360,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,44990,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
45765,1000000000000,1000000000000,True
36666,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
41539,1000000000000,1000000000000,True
1000000000000,1000000000000,46888,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,45626,False
1000000000000,1000000000000,46125,False
38116,1000000000000,1000000000000,True
1000000000000,47269,1000000000000,False
37407,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,46238,1000000000000,False
44544,1000000000000,1000000000000,True
37095,1000000000000,1000000000000,True
58710,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
40282,1000000000000,1000000000000,True
38571,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,47693,False
58108,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,48067,1000000000000,False
1000000000000,1000000000000,1000000000000,True
41088,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,45730,1000000000000,False
39306,1000000000000,1000000000000,True
1000000000000,48743,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,49355,False
44956,1000000000000,1000000000000,True
42940,1000000000000,1000000000000,True
1000000000000,50002,1000000000000,False
40653,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
49961,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
41928,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
42190,1000000000000,1000000000000,True
1000000000000,1000000000000,48142,False
44081,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,46750,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,50636,False
1000000000000,1000000000000,52315,False
1000000000000,1000000000000,1000000000000,True
1000000000000,49453,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,53504,False
57677,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,53108,False
43405,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,50636,1000000000000,False
1000000000000,53873,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,56516,1000000000000,False
1000000000000,1000000000000,1000000000000,False
46414,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
57184,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
47305,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
55700,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,58027,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,57689,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
47891,1000000000000,1000000000000,True
1000000000000,1000000000000,57757,False
49043,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,58646,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,53000,1000000000000,False
56197,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
54420,1000000000000,1000000000000,True
49598,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,59636,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,59248,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,53414,1000000000000,False
1000000000000,55737,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,54973,1000000000000,False
51680,1000000000000,1000000000000,True
1000000000000,58123,1000000000000,False
1000000000000,1000000000000,57465,False
1000000000000,1000000000000,1000000000000,True
53594,1000000000000,1000000000000,True
52788,1000000000000,1000000000000,True
1000000000000,1000000000000,58763,False
1000000000000,54386,1000000000000,False
55059,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,55882,False
1000000000000,1000000000000,1000000000000,True
1000000000000,60414,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,59946,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,56368,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
56696,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
